PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
827,0,3,"Lam, Mr. Len",male,31.0,0,0,1601,56.4958,,Southampton
828,1,2,"Mallet, Master. Andre",male,1.0,0,2,S.C./PARIS 2079,37.0042,,Cherbourg
829,1,3,"McCormack, Mr. Thomas Joseph",male,31.0,0,0,367228,7.75,,Queenstone
830,1,1,"Stone, Mrs. George Nelson (Martha Evelyn)",female,62.0,0,0,113572,80.0,B28,
831,1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,15.0,1,0,2659,14.4542,,Cherbourg
832,1,2,"Richards, Master. George Sibley",male,0.83,1,1,29106,18.75,,Southampton
833,0,3,"Saad, Mr. Amin",male,31.0,0,0,2671,7.2292,,Cherbourg
834,0,3,"Augustsson, Mr. Albert",male,23.0,0,0,347468,7.8542,,Southampton
835,0,3,"Allum, Mr. Owen George",male,18.0,0,0,2223,8.3,,Southampton
836,1,1,"Compton, Miss. Sara Rebecca",female,39.0,1,1,PC 17756,83.1583,E49,Cherbourg
837,0,3,"Pasic, Mr. Jakob",male,21.0,0,0,315097,8.6625,,Southampton
838,0,3,"Sirota, Mr. Maurice",male,31.0,0,0,392092,8.05,,Southampton
839,1,3,"Chip, Mr. Chang",male,32.0,0,0,1601,56.4958,,Southampton
840,1,1,"Marechal, Mr. Pierre",male,31.0,0,0,11774,29.7,C47,Cherbourg
841,0,3,"Alhomaki, Mr. Ilmari Rudolf",male,20.0,0,0,SOTON/O2 3101287,7.925,,Southampton
842,0,2,"Mudd, Mr. Thomas Charles",male,16.0,0,0,S.O./P.P. 3,10.5,,Southampton
843,1,1,"Serepeca, Miss. Augusta",female,30.0,0,0,113798,31.0,,Cherbourg
844,0,3,"Lemberopolous, Mr. Peter L",male,34.5,0,0,2683,6.4375,,Cherbourg
845,0,3,"Culumovic, Mr. Jeso",male,17.0,0,0,315090,8.6625,,Southampton
846,0,3,"Abbing, Mr. Anthony",male,42.0,0,0,C.A. 5547,7.55,,Southampton
847,0,3,"Sage, Mr. Douglas Bullen",male,31.0,8,2,CA. 2343,69.55,,Southampton
848,0,3,"Markoff, Mr. Marin",male,35.0,0,0,349213,7.8958,,Cherbourg
849,0,2,"Harper, Rev. John",male,28.0,0,1,248727,33.0,,Southampton
850,1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",female,28.0,1,0,17453,89.1042,C92,Cherbourg
851,0,3,"Andersson, Master. Sigvard Harald Elias",male,4.0,4,2,347082,31.275,,Southampton
852,0,3,"Svensson, Mr. Johan",male,74.0,0,0,347060,7.775,,Southampton
853,0,3,"Boulos, Miss. Nourelain",female,9.0,1,1,2678,15.2458,,Cherbourg
854,1,1,"Lines, Miss. Mary Conover",female,16.0,0,1,PC 17592,39.4,D28,Southampton
855,0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,44.0,1,0,244252,26.0,,Southampton
856,1,3,"Aks, Mrs. Sam (Leah Rosen)",female,18.0,0,1,392091,9.35,,Southampton
857,1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45.0,1,1,36928,164.8667,,Southampton
858,1,1,"Daly, Mr. Peter Denis ",male,51.0,0,0,113055,26.55,E17,Southampton
859,1,3,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24.0,0,3,2666,19.2583,,Cherbourg
860,0,3,"Razi, Mr. Raihed",male,31.0,0,0,2629,7.2292,,Cherbourg
861,0,3,"Hansen, Mr. Claus Peter",male,41.0,2,0,350026,14.1083,,Southampton
862,0,2,"Giles, Mr. Frederick Edward",male,21.0,1,0,28134,11.5,,Southampton
863,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,48.0,0,0,17466,25.9292,D17,Southampton
864,0,3,"Sage, Miss. Dorothy Edith ""Dolly""",female,28.0,8,2,CA. 2343,69.55,,Southampton
865,0,2,"Gill, Mr. John William",male,24.0,0,0,233866,13.0,,Southampton
866,1,2,"Bystrom, Mrs. (Karolina)",female,42.0,0,0,236852,13.0,,Southampton
867,1,2,"Duran y More, Miss. Asuncion",female,27.0,1,0,SC/PARIS 2149,13.8583,,Cherbourg
868,0,1,"Roebling, Mr. Washington Augustus II",male,31.0,0,0,PC 17590,50.4958,A24,Southampton
869,0,3,"van Melkebeke, Mr. Philemon",male,31.0,0,0,345777,9.5,,Southampton
870,1,3,"Johnson, Master. Harold Theodor",male,4.0,1,1,347742,11.1333,,Southampton
871,0,3,"Balkic, Mr. Cerin",male,26.0,0,0,349248,7.8958,,Southampton
872,1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,47.0,1,1,11751,52.5542,D35,Southampton
873,0,1,"Carlsson, Mr. Frans Olof",male,33.0,0,0,695,5.0,B51 B53 B55,Southampton
874,0,3,"Vander Cruyssen, Mr. Victor",male,47.0,0,0,345765,9.0,,Southampton
875,1,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28.0,1,0,P/PP 3381,24.0,,Cherbourg
876,1,3,"Najib, Miss. Adele Kiamie ""Jane""",female,15.0,0,0,2667,7.225,,Cherbourg
877,0,3,"Gustafsson, Mr. Alfred Ossian",male,20.0,0,0,7534,9.8458,,Southampton
878,0,3,"Petroff, Mr. Nedelio",male,19.0,0,0,349212,7.8958,,Southampton
879,0,3,"Laleff, Mr. Kristo",male,31.0,0,0,349217,7.8958,,Southampton
880,1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,56.0,0,1,11767,83.1583,C50,Cherbourg
881,1,2,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25.0,0,1,230433,26.0,,Southampton
882,0,3,"Markun, Mr. Johann",male,33.0,0,0,349257,7.8958,,Southampton
883,0,3,"Dahlberg, Miss. Gerda Ulrika",female,22.0,0,0,7552,10.5167,,Southampton
884,0,2,"Banfield, Mr. Frederick James",male,28.0,0,0,C.A./SOTON 34068,10.5,,Southampton
885,0,3,"Sutehall, Mr. Henry Jr",male,25.0,0,0,SOTON/OQ 392076,7.05,,Southampton
886,0,3,"Rice, Mrs. William (Margaret Norton)",female,39.0,0,5,382652,29.125,,Queenstone
887,0,2,"Montvila, Rev. Juozas",male,27.0,0,0,211536,13.0,,Southampton
888,1,1,"Graham, Miss. Margaret Edith",female,19.0,0,0,112053,30.0,B42,Southampton
889,0,3,"Johnston, Miss. Catherine Helen ""Carrie""",female,28.0,1,2,W./C. 6607,23.45,,Southampton
890,1,1,"Behr, Mr. Karl Howell",male,26.0,0,0,111369,30.0,C148,Cherbourg
891,0,3,"Dooley, Mr. Patrick",male,32.0,0,0,370376,7.75,,Queenstone
892,2,3,"Kelly, Mr. James",male,34.5,0,0,330911,7.8292,,Queenstone
893,2,3,"Wilkes, Mrs. James (Ellen Needs)",female,47.0,1,0,363272,7.0,,Southampton
894,2,2,"Myles, Mr. Thomas Francis",male,62.0,0,0,240276,9.6875,,Queenstone
895,2,3,"Wirz, Mr. Albert",male,27.0,0,0,315154,8.6625,,Southampton
896,2,3,"Hirvonen, Mrs. Alexander (Helga E Lindqvist)",female,22.0,1,1,3101298,12.2875,,Southampton
897,2,3,"Svensson, Mr. Johan Cervin",male,14.0,0,0,7538,9.225,,Southampton
898,2,3,"Connolly, Miss. Kate",female,30.0,0,0,330972,7.6292,,Queenstone
899,2,2,"Caldwell, Mr. Albert Francis",male,26.0,1,1,248738,29.0,,Southampton
900,2,3,"Abrahim, Mrs. Joseph (Sophie Halaut Easu)",female,18.0,0,0,2657,7.2292,,Cherbourg
901,2,3,"Davies, Mr. John Samuel",male,21.0,2,0,A/4 48871,24.15,,Southampton
902,2,3,"Ilieff, Mr. Ylio",male,31.0,0,0,349220,7.8958,,Southampton
903,2,1,"Jones, Mr. Charles Cresson",male,46.0,0,0,694,26.0,,Southampton
904,3,1,"Snyder, Mrs. John Pillsbury (Nelle Stevenson)",female,23.0,1,0,21228,82.2667,B45,Southampton
905,2,2,"Howard, Mr. Benjamin",male,63.0,1,0,24065,26.0,,Southampton
906,3,1,"Chaffee, Mrs. Herbert Fuller (Carrie Constance Toogood)",female,47.0,1,0,W.E.P. 5734,61.175,E31,Southampton
907,3,2,"del Carlo, Mrs. Sebastiano (Argenia Genovesi)",female,24.0,1,0,SC/PARIS 2167,27.7208,,Cherbourg
908,2,2,"Keane, Mr. Daniel",male,35.0,0,0,233734,12.35,,Queenstone
909,2,3,"Assaf, Mr. Gerios",male,21.0,0,0,2692,7.225,,Cherbourg
910,2,3,"Ilmakangas, Miss. Ida Livija",female,27.0,1,0,STON/O2. 3101270,7.925,,Southampton
911,2,3,"Assaf Khalil, Mrs. Mariana (Miriam"")""",female,45.0,0,0,2696,7.225,,Cherbourg
912,2,1,"Rothschild, Mr. Martin",male,55.0,1,0,PC 17603,59.4,,Cherbourg
913,2,3,"Olsen, Master. Artur Karl",male,9.0,0,1,C 17368,3.1708,,Southampton
914,3,1,"Flegenheim, Mrs. Alfred (Antoinette)",female,31.0,0,0,PC 17598,31.6833,,Southampton
915,2,1,"Williams, Mr. Richard Norris II",male,21.0,0,1,PC 17597,61.3792,,Cherbourg
916,3,1,"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",female,48.0,1,3,PC 17608,262.375,B57 B59 B63 B66,Cherbourg
917,2,3,"Robins, Mr. Alexander A",male,50.0,1,0,A/5. 3337,14.5,,Southampton
918,3,1,"Ostby, Miss. Helene Ragnhild",female,22.0,0,1,113509,61.9792,B36,Cherbourg
919,2,3,"Daher, Mr. Shedid",male,22.5,0,0,2698,7.225,,Cherbourg
920,2,1,"Brady, Mr. John Bertram",male,41.0,0,0,113054,30.5,A21,Southampton
921,2,3,"Samaan, Mr. Elias",male,31.0,2,0,2662,21.6792,,Cherbourg
922,2,2,"Louch, Mr. Charles Alexander",male,50.0,1,0,SC/AH 3085,26.0,,Southampton
923,2,2,"Jefferys, Mr. Clifford Thomas",male,24.0,2,0,C.A. 31029,31.5,,Southampton
924,2,3,"Dean, Mrs. Bertram (Eva Georgetta Light)",female,33.0,1,2,C.A. 2315,20.575,,Southampton
925,2,3,"Johnston, Mrs. Andrew G (Elizabeth Lily"" Watson)""",female,31.0,1,2,W./C. 6607,23.45,,Southampton
926,2,1,"Mock, Mr. Philipp Edmund",male,30.0,1,0,13236,57.75,C78,Cherbourg
927,2,3,"Katavelas, Mr. Vassilios (Catavelas Vassilios"")""",male,18.5,0,0,2682,7.2292,,Cherbourg
928,2,3,"Roth, Miss. Sarah A",female,31.0,0,0,342712,8.05,,Southampton
929,2,3,"Cacic, Miss. Manda",female,21.0,0,0,315087,8.6625,,Southampton
930,2,3,"Sap, Mr. Julius",male,25.0,0,0,345768,9.5,,Southampton
931,2,3,"Hee, Mr. Ling",male,31.0,0,0,1601,56.4958,,Southampton
932,2,3,"Karun, Mr. Franz",male,39.0,0,1,349256,13.4167,,Cherbourg
933,2,1,"Franklin, Mr. Thomas Parham",male,31.0,0,0,113778,26.55,D34,Southampton
934,2,3,"Goldsmith, Mr. Nathan",male,41.0,0,0,SOTON/O.Q. 3101263,7.85,,Southampton
935,3,2,"Corbett, Mrs. Walter H (Irene Colvin)",female,30.0,0,0,237249,13.0,,Southampton
936,3,1,"Kimball, Mrs. Edwin Nelson Jr (Gertrude Parsons)",female,45.0,1,0,11753,52.5542,D19,Southampton
937,2,3,"Peltomaki, Mr. Nikolai Johannes",male,25.0,0,0,STON/O 2. 3101291,7.925,,Southampton
938,2,1,"Chevre, Mr. Paul Romaine",male,45.0,0,0,PC 17594,29.7,A9,Cherbourg
939,2,3,"Shaughnessy, Mr. Patrick",male,31.0,0,0,370374,7.75,,Queenstone
940,3,1,"Bucknell, Mrs. William Robert (Emma Eliza Ward)",female,60.0,0,0,11813,76.2917,D15,Cherbourg
941,2,3,"Coutts, Mrs. William (Winnie Minnie"" Treanor)""",female,36.0,0,2,C.A. 37671,15.9,,Southampton
942,2,1,"Smith, Mr. Lucien Philip",male,24.0,1,0,13695,60.0,C31,Southampton
943,2,2,"Pulbaum, Mr. Franz",male,27.0,0,0,SC/PARIS 2168,15.0333,,Cherbourg
944,3,2,"Hocking, Miss. Ellen Nellie""""",female,20.0,2,1,29105,23.0,,Southampton
945,3,1,"Fortune, Miss. Ethel Flora",female,28.0,3,2,19950,263.0,C23 C25 C27,Southampton
946,2,2,"Mangiavacchi, Mr. Serafino Emilio",male,31.0,0,0,SC/A.3 2861,15.5792,,Cherbourg
947,2,3,"Rice, Master. Albert",male,10.0,4,1,382652,29.125,,Queenstone
948,2,3,"Cor, Mr. Bartol",male,35.0,0,0,349230,7.8958,,Southampton
949,2,3,"Abelseth, Mr. Olaus Jorgensen",male,25.0,0,0,348122,7.65,F G63,Southampton
950,2,3,"Davison, Mr. Thomas Henry",male,31.0,1,0,386525,16.1,,Southampton
951,3,1,"Chaudanson, Miss. Victorine",female,36.0,0,0,PC 17608,262.375,B61,Cherbourg
952,2,3,"Dika, Mr. Mirko",male,17.0,0,0,349232,7.8958,,Southampton
953,2,2,"McCrae, Mr. Arthur Gordon",male,32.0,0,0,237216,13.5,,Southampton
954,2,3,"Bjorklund, Mr. Ernst Herbert",male,18.0,0,0,347090,7.75,,Southampton
955,2,3,"Bradley, Miss. Bridget Delia",female,22.0,0,0,334914,7.725,,Queenstone
956,2,1,"Ryerson, Master. John Borie",male,13.0,2,2,PC 17608,262.375,B57 B59 B63 B66,Cherbourg
957,3,2,"Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller)",female,31.0,0,0,F.C.C. 13534,21.0,,Southampton
958,2,3,"Burns, Miss. Mary Delia",female,18.0,0,0,330963,7.8792,,Queenstone
959,2,1,"Moore, Mr. Clarence Bloomfield",male,47.0,0,0,113796,42.4,,Southampton
960,2,1,"Tucker, Mr. Gilbert Milligan Jr",male,31.0,0,0,2543,28.5375,C53,Cherbourg
961,3,1,"Fortune, Mrs. Mark (Mary McDougald)",female,60.0,1,4,19950,263.0,C23 C25 C27,Southampton
962,2,3,"Mulvihill, Miss. Bertha E",female,24.0,0,0,382653,7.75,,Queenstone
963,2,3,"Minkoff, Mr. Lazar",male,21.0,0,0,349211,7.8958,,Southampton
964,2,3,"Nieminen, Miss. Manta Josefina",female,29.0,0,0,3101297,7.925,,Southampton
965,2,1,"Ovies y Rodriguez, Mr. Servando",male,28.5,0,0,PC 17562,27.7208,D43,Cherbourg
966,3,1,"Geiger, Miss. Amalie",female,35.0,0,0,113503,211.5,C130,Cherbourg
967,2,1,"Keeping, Mr. Edwin",male,32.5,0,0,113503,211.5,C132,Cherbourg
968,2,3,"Miles, Mr. Frank",male,31.0,0,0,359306,8.05,,Southampton
969,3,1,"Cornell, Mrs. Robert Clifford (Malvina Helen Lamson)",female,55.0,2,0,11770,25.7,C101,Southampton
970,2,2,"Aldworth, Mr. Charles Augustus",male,30.0,0,0,248744,13.0,,Southampton
971,2,3,"Doyle, Miss. Elizabeth",female,24.0,0,0,368702,7.75,,Queenstone
972,2,3,"Boulos, Master. Akar",male,6.0,1,1,2678,15.2458,,Cherbourg
973,2,1,"Straus, Mr. Isidor",male,67.0,1,0,PC 17483,221.7792,C55 C57,Southampton
974,2,1,"Case, Mr. Howard Brown",male,49.0,0,0,19924,26.0,,Southampton
975,2,3,"Demetri, Mr. Marinko",male,31.0,0,0,349238,7.8958,,Southampton
976,2,2,"Lamb, Mr. John Joseph",male,31.0,0,0,240261,10.7083,,Queenstone
977,2,3,"Khalil, Mr. Betros",male,31.0,1,0,2660,14.4542,,Cherbourg
978,2,3,"Barry, Miss. Julia",female,27.0,0,0,330844,7.8792,,Queenstone
979,2,3,"Badman, Miss. Emily Louisa",female,18.0,0,0,A/4 31416,8.05,,Southampton
980,2,3,"O'Donoghue, Ms. Bridget",female,31.0,0,0,364856,7.75,,Queenstone
981,2,2,"Wells, Master. Ralph Lester",male,2.0,1,1,29103,23.0,,Southampton
982,2,3,"Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)",female,22.0,1,0,347072,13.9,,Southampton
983,2,3,"Pedersen, Mr. Olaf",male,31.0,0,0,345498,7.775,,Southampton
984,3,1,"Davidson, Mrs. Thornton (Orian Hays)",female,27.0,1,2,F.C. 12750,52.0,B71,Southampton
985,2,3,"Guest, Mr. Robert",male,31.0,0,0,376563,8.05,,Southampton
986,2,1,"Birnbaum, Mr. Jakob",male,25.0,0,0,13905,26.0,,Cherbourg
987,2,3,"Tenglin, Mr. Gunnar Isidor",male,25.0,0,0,350033,7.7958,,Southampton
988,2,1,"Cavendish, Mrs. Tyrell William (Julia Florence Siegel)",female,76.0,1,0,19877,78.85,C46,Southampton
989,2,3,"Makinen, Mr. Kalle Edvard",male,29.0,0,0,STON/O 2. 3101268,7.925,,Southampton
990,2,3,"Braf, Miss. Elin Ester Maria",female,20.0,0,0,347471,7.8542,,Southampton
991,2,3,"Nancarrow, Mr. William Henry",male,33.0,0,0,A./5. 3338,8.05,,Southampton
992,3,1,"Stengel, Mrs. Charles Emil Henry (Annie May Morris)",female,43.0,1,0,11778,55.4417,C116,Cherbourg
993,2,2,"Weisz, Mr. Leopold",male,27.0,1,0,228414,26.0,,Southampton
994,2,3,"Foley, Mr. William",male,31.0,0,0,365235,7.75,,Queenstone
995,2,3,"Johansson Palmquist, Mr. Oskar Leander",male,26.0,0,0,347070,7.775,,Southampton
996,2,3,"Thomas, Mrs. Alexander (Thamine Thelma"")""",female,16.0,1,1,2625,8.5167,,Cherbourg
997,2,3,"Holthen, Mr. Johan Martin",male,28.0,0,0,C 4001,22.525,,Southampton
998,2,3,"Buckley, Mr. Daniel",male,21.0,0,0,330920,7.8208,,Queenstone
999,2,3,"Ryan, Mr. Edward",male,31.0,0,0,383162,7.75,,Queenstone
1000,2,3,"Willer, Mr. Aaron (Abi Weller"")""",male,31.0,0,0,3410,8.7125,,Southampton
1001,2,2,"Swane, Mr. George",male,18.5,0,0,248734,13.0,F,Southampton
1002,2,2,"Stanton, Mr. Samuel Ward",male,41.0,0,0,237734,15.0458,,Cherbourg
1003,2,3,"Shine, Miss. Ellen Natalia",female,31.0,0,0,330968,7.7792,,Queenstone
1004,3,1,"Evans, Miss. Edith Corse",female,36.0,0,0,PC 17531,31.6792,A29,Cherbourg
1005,2,3,"Buckley, Miss. Katherine",female,18.5,0,0,329944,7.2833,,Queenstone
1006,3,1,"Straus, Mrs. Isidor (Rosalie Ida Blun)",female,63.0,1,0,PC 17483,221.7792,C55 C57,Southampton
1007,2,3,"Chronopoulos, Mr. Demetrios",male,18.0,1,0,2680,14.4542,,Cherbourg
1008,2,3,"Thomas, Mr. John",male,31.0,0,0,2681,6.4375,,Cherbourg
1009,3,3,"Sandstrom, Miss. Beatrice Irene",female,1.0,1,1,PP 9549,16.7,G6,Southampton
1010,2,1,"Beattie, Mr. Thomson",male,36.0,0,0,13050,75.2417,C6,Cherbourg
1011,3,2,"Chapman, Mrs. John Henry (Sara Elizabeth Lawry)",female,29.0,1,0,SC/AH 29037,26.0,,Southampton
1012,3,2,"Watt, Miss. Bertha J",female,12.0,0,0,C.A. 33595,15.75,,Southampton
1013,2,3,"Kiernan, Mr. John",male,31.0,1,0,367227,7.75,,Queenstone
1014,3,1,"Schabert, Mrs. Paul (Emma Mock)",female,35.0,1,0,13236,57.75,C28,Cherbourg
1015,2,3,"Carver, Mr. Alfred John",male,28.0,0,0,392095,7.25,,Southampton
1016,2,3,"Kennedy, Mr. John",male,31.0,0,0,368783,7.75,,Queenstone
1017,2,3,"Cribb, Miss. Laura Alice",female,17.0,0,1,371362,16.1,,Southampton
1018,2,3,"Brobeck, Mr. Karl Rudolf",male,22.0,0,0,350045,7.7958,,Southampton
1019,2,3,"McCoy, Miss. Alicia",female,31.0,2,0,367226,23.25,,Queenstone
1020,2,2,"Bowenur, Mr. Solomon",male,42.0,0,0,211535,13.0,,Southampton
1021,2,3,"Petersen, Mr. Marius",male,24.0,0,0,342441,8.05,,Southampton
1022,2,3,"Spinner, Mr. Henry John",male,32.0,0,0,STON/OQ. 369943,8.05,,Southampton
1023,2,1,"Gracie, Col. Archibald IV",male,53.0,0,0,113780,28.5,C51,Cherbourg
1024,2,3,"Lefebre, Mrs. Frank (Frances)",female,31.0,0,4,4133,25.4667,,Southampton
1025,2,3,"Thomas, Mr. Charles P",male,31.0,1,0,2621,6.4375,,Cherbourg
1026,2,3,"Dintcheff, Mr. Valtcho",male,43.0,0,0,349226,7.8958,,Southampton
1027,2,3,"Carlsson, Mr. Carl Robert",male,24.0,0,0,350409,7.8542,,Southampton
1028,2,3,"Zakarian, Mr. Mapriededer",male,26.5,0,0,2656,7.225,,Cherbourg
1029,2,2,"Schmidt, Mr. August",male,26.0,0,0,248659,13.0,,Southampton
1030,2,3,"Drapkin, Miss. Jennie",female,23.0,0,0,SOTON/OQ 392083,8.05,,Southampton
1031,2,3,"Goodwin, Mr. Charles Frederick",male,40.0,1,6,CA 2144,46.9,,Southampton
1032,2,3,"Goodwin, Miss. Jessie Allis",female,10.0,5,2,CA 2144,46.9,,Southampton
1033,3,1,"Daniels, Miss. Sarah",female,33.0,0,0,113781,151.55,,Southampton
1034,2,1,"Ryerson, Mr. Arthur Larned",male,61.0,1,3,PC 17608,262.375,B57 B59 B63 B66,Cherbourg
1035,2,2,"Beauchamp, Mr. Henry James",male,28.0,0,0,244358,26.0,,Southampton
1036,2,1,"Lindeberg-Lind, Mr. Erik Gustaf (Mr Edward Lingrey"")""",male,42.0,0,0,17475,26.55,,Southampton
1037,2,3,"Vander Planke, Mr. Julius",male,31.0,3,0,345763,18.0,,Southampton
1038,2,1,"Hilliard, Mr. Herbert Henry",male,31.0,0,0,17463,51.8625,E46,Southampton
1039,2,3,"Davies, Mr. Evan",male,22.0,0,0,SC/A4 23568,8.05,,Southampton
1040,2,1,"Crafton, Mr. John Bertram",male,31.0,0,0,113791,26.55,,Southampton
1041,2,2,"Lahtinen, Rev. William",male,30.0,1,1,250651,26.0,,Southampton
1042,3,1,"Earnshaw, Mrs. Boulton (Olive Potter)",female,23.0,0,1,11767,83.1583,C54,Cherbourg
1043,2,3,"Matinoff, Mr. Nicola",male,31.0,0,0,349255,7.8958,,Cherbourg
1044,2,3,"Storey, Mr. Thomas",male,60.5,0,0,3701,,,Southampton
1045,2,3,"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)",female,36.0,0,2,350405,12.1833,,Southampton
1046,2,3,"Asplund, Master. Filip Oscar",male,13.0,4,2,347077,31.3875,,Southampton
1047,2,3,"Duquemin, Mr. Joseph",male,24.0,0,0,S.O./P.P. 752,7.55,,Southampton
1048,3,1,"Bird, Miss. Ellen",female,29.0,0,0,PC 17483,221.7792,C97,Southampton
1049,2,3,"Lundin, Miss. Olga Elida",female,23.0,0,0,347469,7.8542,,Southampton
1050,2,1,"Borebank, Mr. John James",male,42.0,0,0,110489,26.55,D22,Southampton
1051,2,3,"Peacock, Mrs. Benjamin (Edith Nile)",female,26.0,0,2,SOTON/O.Q. 3101315,13.775,,Southampton
1052,2,3,"Smyth, Miss. Julia",female,31.0,0,0,335432,7.7333,,Queenstone
1053,2,3,"Touma, Master. Georges Youssef",male,7.0,1,1,2650,15.2458,,Cherbourg
1054,3,2,"Wright, Miss. Marion",female,26.0,0,0,220844,13.5,,Southampton
1055,2,3,"Pearce, Mr. Ernest",male,31.0,0,0,343271,7.0,,Southampton
1056,2,2,"Peruschitz, Rev. Joseph Maria",male,41.0,0,0,237393,13.0,,Southampton
1057,2,3,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",female,26.0,1,1,315153,22.025,,Southampton
1058,2,1,"Brandeis, Mr. Emil",male,48.0,0,0,PC 17591,50.4958,B10,Cherbourg
1059,2,3,"Ford, Mr. Edward Watson",male,18.0,2,2,W./C. 6608,34.375,,Southampton
1060,3,1,"Cassebeer, Mrs. Henry Arthur Jr (Eleanor Genevieve Fosdick)",female,31.0,0,0,17770,27.7208,,Cherbourg
1061,2,3,"Hellstrom, Miss. Hilda Maria",female,22.0,0,0,7548,8.9625,,Southampton
1062,2,3,"Lithman, Mr. Simon",male,31.0,0,0,S.O./P.P. 251,7.55,,Southampton
1063,2,3,"Zakarian, Mr. Ortin",male,27.0,0,0,2670,7.225,,Cherbourg
1064,2,3,"Dyker, Mr. Adolf Fredrik",male,23.0,1,0,347072,13.9,,Southampton
1065,2,3,"Torfa, Mr. Assad",male,31.0,0,0,2673,7.2292,,Cherbourg
1066,2,3,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson",male,40.0,1,5,347077,31.3875,,Southampton
1067,3,2,"Brown, Miss. Edith Eileen",female,15.0,0,2,29750,39.0,,Southampton
1068,3,2,"Sincock, Miss. Maude",female,20.0,0,0,C.A. 33112,36.75,,Southampton
1069,2,1,"Stengel, Mr. Charles Emil Henry",male,54.0,1,0,11778,55.4417,C116,Cherbourg
1070,3,2,"Becker, Mrs. Allen Oliver (Nellie E Baumgardner)",female,36.0,0,3,230136,39.0,F4,Southampton
1071,3,1,"Compton, Mrs. Alexander Taylor (Mary Eliza Ingersoll)",female,64.0,0,2,PC 17756,83.1583,E45,Cherbourg
1072,2,2,"McCrie, Mr. James Matthew",male,30.0,0,0,233478,13.0,,Southampton
1073,2,1,"Compton, Mr. Alexander Taylor Jr",male,37.0,1,1,PC 17756,83.1583,E52,Cherbourg
1074,3,1,"Marvin, Mrs. Daniel Warner (Mary Graham Carmichael Farquarson)",female,18.0,1,0,113773,53.1,D30,Southampton
1075,2,3,"Lane, Mr. Patrick",male,31.0,0,0,7935,7.75,,Queenstone
1076,3,1,"Douglas, Mrs. Frederick Charles (Mary Helene Baxter)",female,27.0,1,1,PC 17558,247.5208,B58 B60,Cherbourg
1077,2,2,"Maybery, Mr. Frank Hubert",male,40.0,0,0,239059,16.0,,Southampton
1078,3,2,"Phillips, Miss. Alice Frances Louisa",female,21.0,0,1,S.O./P.P. 2,21.0,,Southampton
1079,2,3,"Davies, Mr. Joseph",male,17.0,2,0,A/4 48873,8.05,,Southampton
1080,2,3,"Sage, Miss. Ada",female,31.0,8,2,CA. 2343,69.55,,Southampton
1081,2,2,"Veal, Mr. James",male,40.0,0,0,28221,13.0,,Southampton
1082,2,2,"Angle, Mr. William A",male,34.0,1,0,226875,26.0,,Southampton
1083,2,1,"Salomon, Mr. Abraham L",male,31.0,0,0,111163,26.0,,Southampton
1084,2,3,"van Billiard, Master. Walter John",male,11.5,1,1,A/5. 851,14.5,,Southampton
1085,2,2,"Lingane, Mr. John",male,61.0,0,0,235509,12.35,,Queenstone
1086,2,2,"Drew, Master. Marshall Brines",male,8.0,0,2,28220,32.5,,Southampton
1087,2,3,"Karlsson, Mr. Julius Konrad Eugen",male,33.0,0,0,347465,7.8542,,Southampton
1088,3,1,"Spedden, Master. Robert Douglas",male,6.0,0,2,16966,134.5,E34,Cherbourg
1089,2,3,"Nilsson, Miss. Berta Olivia",female,18.0,0,0,347066,7.775,,Southampton
1090,2,2,"Baimbrigge, Mr. Charles Robert",male,23.0,0,0,C.A. 31030,10.5,,Southampton
1091,2,3,"Rasmussen, Mrs. (Lena Jacobsen Solvang)",female,31.0,0,0,65305,8.1125,,Southampton
1092,2,3,"Murphy, Miss. Nora",female,31.0,0,0,36568,15.5,,Queenstone
1093,2,3,"Danbom, Master. Gilbert Sigvard Emanuel",male,0.33,0,2,347080,14.4,,Southampton
1094,2,1,"Astor, Col. John Jacob",male,47.0,1,0,PC 17757,227.525,C62 C64,Cherbourg
1095,3,2,"Quick, Miss. Winifred Vera",female,8.0,1,1,26360,26.0,,Southampton
1096,2,2,"Andrew, Mr. Frank Thomas",male,25.0,0,0,C.A. 34050,10.5,,Southampton
1097,2,1,"Omont, Mr. Alfred Fernand",male,31.0,0,0,F.C. 12998,25.7417,,Cherbourg
